season,lg,player,player_id,age,team,pos,g,gs,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp
2013,NBA,Bradley Beal,bealbr01,19.0,WAS,SG,56,46.0,1745.0,13.6,0.515,0.344,0.231,2.7,10.8,6.7,13.7,1.5,1.3,10.6,22.2,1.0,2.0,3.0,0.082,0.0,0.2,0.2,1.0
2014,NBA,Bradley Beal,bealbr01,20.0,WAS,SG,73,73.0,2530.0,14.3,0.507,0.299,0.164,2.4,10.2,6.3,16.0,1.4,0.6,9.4,24.3,1.6,2.4,4.0,0.076,0.3,-0.7,-0.4,1.0
2015,NBA,Bradley Beal,bealbr01,21.0,WAS,SG,63,59.0,2107.0,14.0,0.521,0.304,0.195,3.1,9.6,6.4,15.0,1.8,0.7,11.7,22.5,1.3,2.4,3.7,0.085,-0.1,0.2,0.1,1.1
2016,NBA,Bradley Beal,bealbr01,22.0,WAS,SG,55,35.0,1708.0,15.5,0.547,0.339,0.22,2.6,9.8,6.2,15.6,1.5,0.5,11.3,25.3,1.4,1.3,2.7,0.076,1.2,-0.9,0.3,1.0
2017,NBA,Bradley Beal,bealbr01,23.0,WAS,SG,77,77.0,2684.0,20.1,0.604,0.418,0.259,2.2,7.8,5.0,16.2,1.5,0.7,9.6,26.5,6.9,1.6,8.5,0.152,4.2,-1.0,3.3,3.5
2018,NBA,Bradley Beal,bealbr01,24.0,WAS,SG,82,82.0,2977.0,18.4,0.564,0.357,0.249,2.3,11.5,6.9,21.0,1.6,1.1,11.5,27.6,4.4,2.5,6.9,0.111,2.9,-0.7,2.2,3.1
2019,NBA,Bradley Beal,bealbr01,25.0,WAS,SG,82,82.0,3028.0,20.8,0.581,0.37,0.278,3.1,11.7,7.4,24.1,1.9,1.6,11.0,28.4,5.9,1.7,7.6,0.12,3.8,-0.8,2.9,3.7
2020,NBA,Bradley Beal,bealbr01,26.0,WAS,SG,57,57.0,2053.0,23.2,0.579,0.369,0.351,2.7,10.5,6.4,29.5,1.6,1.0,11.4,34.4,4.5,0.6,5.1,0.118,5.3,-2.4,2.9,2.5
2021,NBA,Bradley Beal,bealbr01,27.0,WAS,SG,60,60.0,2147.0,22.7,0.593,0.27,0.332,3.6,10.4,7.0,21.3,1.5,0.9,10.6,34.1,4.2,1.7,5.9,0.132,4.8,-1.4,3.4,2.9
2022,NBA,Bradley Beal,bealbr01,28.0,WAS,SG,40,40.0,1439.0,17.5,0.539,0.272,0.263,3.0,11.4,7.3,30.8,1.2,0.9,13.6,30.8,0.6,0.7,1.4,0.046,2.0,-1.2,0.8,1.0
2023,NBA,Bradley Beal,bealbr01,29.0,WAS,SG,50,50.0,1673.0,19.7,0.593,0.249,0.26,2.8,9.9,6.5,26.6,1.3,1.7,12.9,29.2,2.2,1.2,3.4,0.099,2.9,-1.2,1.8,1.6
2024,NBA,Bradley Beal,bealbr01,30.0,PHO,SG,53,53.0,1767.0,16.3,0.607,0.32,0.182,3.6,10.8,7.4,22.5,1.4,1.3,14.2,22.7,2.4,1.5,3.9,0.107,0.9,-0.6,0.4,1.1
2025,NBA,Bradley Beal,bealbr01,31.0,PHO,SG,53,38.0,1702.0,15.2,0.598,0.38,0.197,2.3,9.1,5.8,17.6,1.7,1.5,11.6,22.1,1.9,0.6,2.4,0.068,-0.1,-1.0,-1.1,0.4
2004,NBA,Jerome Beasley,beaslje01,23.0,MIA,PF,2,0.0,5.0,5.9,0.333,0.0,0.0,0.0,23.6,11.7,0.0,0.0,0.0,0.0,28.2,0.0,0.0,0.0,-0.117,-1.8,-3.4,-5.2,0.0
2017,NBA,Malik Beasley,beaslma01,20.0,DEN,SG,22,1.0,165.0,13.7,0.536,0.384,0.137,3.4,8.0,5.7,10.2,2.1,0.0,9.4,22.0,0.1,0.1,0.2,0.057,-0.4,-0.2,-0.6,0.1
2018,NBA,Malik Beasley,beaslma01,21.0,DEN,SG,62,0.0,583.0,9.0,0.509,0.461,0.185,2.7,11.0,6.9,7.4,1.3,1.0,11.1,16.2,0.1,0.3,0.3,0.028,-2.4,-1.4,-3.8,-0.3
2019,NBA,Malik Beasley,beaslma01,22.0,DEN,SG,81,18.0,1879.0,14.2,0.599,0.55,0.09,2.0,9.5,5.8,7.5,1.4,0.5,6.7,18.7,2.9,1.6,4.5,0.115,0.8,-0.7,0.1,1.0
2020,NBA,Malik Beasley,beaslma01,23.0,2TM,SG,55,14.0,1209.0,12.7,0.546,0.517,0.124,1.6,11.9,6.7,9.4,1.6,0.6,9.2,21.8,0.4,0.8,1.2,0.049,-0.7,-1.4,-2.1,0.0
2021,NBA,Malik Beasley,beaslma01,24.0,MIN,SG,37,36.0,1214.0,14.6,0.57,0.535,0.133,2.4,12.4,7.2,11.6,1.2,0.5,8.6,24.0,0.9,0.4,1.3,0.053,1.6,-1.8,-0.2,0.6
2022,NBA,Malik Beasley,beaslma01,25.0,MIN,SG,79,18.0,1976.0,11.9,0.544,0.749,0.071,1.4,11.2,6.2,8.5,1.0,0.6,4.7,19.4,1.7,1.2,2.9,0.069,0.7,-1.5,-0.7,0.7
2023,NBA,Malik Beasley,beaslma01,26.0,2TM,SG,81,27.0,2093.0,10.9,0.531,0.702,0.069,1.8,12.5,7.3,8.4,1.5,0.4,8.5,21.1,-0.2,1.6,1.4,0.032,-0.9,-1.0,-2.0,0.0
2024,NBA,Malik Beasley,beaslma01,27.0,MIL,SG,79,77.0,2337.0,10.3,0.603,0.751,0.048,2.0,11.4,6.8,6.1,1.2,0.3,6.8,14.6,1.9,1.6,3.5,0.073,-1.0,-0.8,-1.8,0.1
2025,NBA,Malik Beasley,beaslma01,28.0,DET,SG,82,18.0,2283.0,14.4,0.59,0.715,0.131,2.3,8.0,5.2,8.9,1.5,0.2,6.8,22.5,2.9,1.8,4.7,0.1,2.0,-1.2,0.8,1.6
2009,NBA,Michael Beasley,beaslmi01,20.0,MIA,PF,81,19.0,2009.0,17.2,0.528,0.085,0.252,6.5,19.8,13.1,7.7,1.1,1.5,10.2,27.7,1.2,2.2,3.4,0.081,-0.2,-1.5,-1.7,0.1
2010,NBA,Michael Beasley,beaslmi01,21.0,MIA,PF,78,78.0,2328.0,16.1,0.505,0.098,0.231,6.3,18.8,12.6,7.8,1.8,1.7,10.3,25.8,0.8,3.8,4.6,0.095,-0.9,0.1,-0.8,0.7
2011,NBA,Michael Beasley,beaslmi01,22.0,MIN,SF,73,73.0,2361.0,15.5,0.51,0.132,0.234,5.4,14.1,9.6,12.3,1.1,1.7,12.4,28.3,0.7,1.0,1.7,0.035,0.0,-1.8,-1.8,0.1
2012,NBA,Michael Beasley,beaslmi01,23.0,MIN,SF,47,7.0,1087.0,13.0,0.502,0.203,0.191,4.0,17.2,10.6,7.7,0.9,1.2,12.9,25.3,-0.3,0.8,0.5,0.022,-1.2,-0.9,-2.1,0.0
2013,NBA,Michael Beasley,beaslmi01,24.0,PHO,SF,75,20.0,1554.0,10.8,0.462,0.188,0.164,3.7,17.2,10.3,12.5,1.0,1.6,14.9,27.6,-2.5,1.0,-1.5,-0.047,-2.7,-2.0,-4.7,-1.1
2014,NBA,Michael Beasley,beaslmi01,25.0,MIA,SF,55,2.0,831.0,16.8,0.559,0.152,0.223,4.9,20.5,13.0,8.8,1.5,2.2,12.8,25.7,0.5,1.1,1.6,0.092,-1.1,-0.9,-2.0,0.0
2015,NBA,Michael Beasley,beaslmi01,26.0,MIA,PF,24,1.0,505.0,10.6,0.474,0.16,0.123,2.9,17.9,10.6,11.5,1.6,2.2,14.2,24.2,-0.6,0.5,-0.1,-0.007,-4.2,-0.3,-4.5,-0.3
2016,NBA,Michael Beasley,beaslmi01,27.0,HOU,PF,20,0.0,363.0,22.5,0.563,0.044,0.239,8.8,21.1,14.9,9.1,1.5,2.1,9.6,29.7,0.6,0.3,1.0,0.128,2.2,-1.2,0.9,0.3
2017,NBA,Michael Beasley,beaslmi01,28.0,MIL,PF,56,6.0,935.0,17.8,0.584,0.106,0.259,5.0,18.9,12.0,9.9,1.5,2.5,12.7,25.3,0.8,1.0,1.8,0.092,0.0,-0.8,-0.8,0.3
2018,NBA,Michael Beasley,beaslmi01,29.0,NYK,PF,74,30.0,1653.0,17.8,0.556,0.107,0.197,6.5,21.2,13.9,12.5,1.1,2.3,14.0,26.9,0.9,1.5,2.4,0.069,0.6,-0.8,-0.2,0.7
2019,NBA,Michael Beasley,beaslmi01,30.0,LAL,PF,26,2.0,277.0,15.9,0.532,0.111,0.255,4.9,17.2,11.2,14.8,1.5,3.0,13.7,29.5,-0.1,0.4,0.2,0.039,-1.9,0.5,-1.5,0.0
2010,NBA,Rodrigue Beaubois,beaubro01,21.0,DAL,PG,56,16.0,700.0,18.5,0.617,0.368,0.174,2.0,10.7,6.4,18.6,2.1,1.3,14.4,24.7,1.1,0.8,2.0,0.134,1.3,0.2,1.5,0.6
2011,NBA,Rodrigue Beaubois,beaubro01,22.0,DAL,PG,28,26.0,496.0,11.4,0.5,0.372,0.135,1.7,10.2,6.1,21.9,2.1,1.2,16.6,26.7,-0.4,0.7,0.2,0.022,-3.2,0.5,-2.7,-0.1
2012,NBA,Rodrigue Beaubois,beaubro01,23.0,DAL,PG,53,12.0,1151.0,15.3,0.496,0.297,0.155,1.9,12.8,7.4,22.7,2.6,1.9,12.8,22.0,0.5,1.7,2.2,0.092,-0.4,1.7,1.3,1.0
2013,NBA,Rodrigue Beaubois,beaubro01,24.0,DAL,PG,45,0.0,549.0,10.6,0.47,0.409,0.216,1.9,9.6,5.8,22.6,1.8,0.6,14.6,18.7,0.0,0.4,0.4,0.032,-2.3,-0.3,-2.6,-0.1
2023,NBA,MarJon Beauchamp,beaucma01,22.0,MIL,SF,52,11.0,701.0,8.2,0.513,0.584,0.152,5.9,11.0,8.5,6.7,1.4,0.8,14.8,18.3,-0.4,0.8,0.4,0.027,-4.1,-0.6,-4.8,-0.5
2024,NBA,MarJon Beauchamp,beaucma01,23.0,MIL,SF,48,1.0,608.0,9.7,0.592,0.452,0.169,4.1,13.6,8.9,6.7,1.0,1.0,13.2,14.6,0.2,0.5,0.7,0.056,-2.3,-0.9,-3.2,-0.2
2025,NBA,MarJon Beauchamp,beaucma01,24.0,3TM,SF,35,0.0,156.0,12.3,0.535,0.446,0.308,8.0,22.6,15.6,10.2,1.2,0.6,16.9,24.9,-0.1,0.2,0.1,0.02,-2.7,-1.6,-4.3,-0.1
2025,NBA,Reece Beekman,beekmre01,23.0,2TM,PG,36,4.0,469.0,7.5,0.4,0.374,0.196,3.0,6.6,4.7,19.1,3.5,0.4,15.3,12.8,-0.4,0.5,0.1,0.01,-6.7,1.3,-5.4,-0.4
2008,NBA,Marco Belinelli,belinma01,21.0,GSW,SG,33,0.0,241.0,8.2,0.49,0.441,0.097,1.3,5.1,3.1,8.8,1.0,0.0,11.0,19.1,0.0,0.0,0.0,-0.002,-2.2,-2.4,-4.6,-0.2
2009,NBA,Marco Belinelli,belinma01,22.0,GSW,SG,42,23.0,882.0,11.8,0.547,0.413,0.164,1.2,7.5,4.4,15.3,2.0,0.1,14.8,19.3,0.4,0.1,0.5,0.028,-0.8,-1.4,-2.3,-0.1
2010,NBA,Marco Belinelli,belinma01,23.0,TOR,SG,66,1.0,1121.0,12.6,0.543,0.417,0.319,1.5,8.3,5.0,11.8,1.9,0.3,12.2,20.1,0.9,0.2,1.2,0.049,-0.3,-1.0,-1.3,0.2
2011,NBA,Marco Belinelli,belinma01,24.0,NOH,SG,80,69.0,1957.0,12.1,0.56,0.469,0.181,1.1,8.4,4.7,8.0,1.1,0.3,9.4,20.0,1.9,1.5,3.4,0.084,0.2,-0.8,-0.6,0.7
2012,NBA,Marco Belinelli,belinma01,25.0,NOH,SG,66,55.0,1966.0,11.9,0.525,0.414,0.188,1.2,9.1,5.2,8.9,1.3,0.2,8.5,19.5,1.9,1.0,2.9,0.071,-0.4,-0.8,-1.2,0.4
2013,NBA,Marco Belinelli,belinma01,26.0,CHI,SG,73,27.0,1882.0,10.4,0.513,0.362,0.275,0.8,7.8,4.3,12.9,1.3,0.2,10.7,18.7,1.3,1.6,3.0,0.076,-1.9,-0.4,-2.3,-0.1
2014,NBA,Marco Belinelli,belinma01,27.0,SAS,SF,80,25.0,2016.0,15.0,0.605,0.422,0.188,1.0,11.2,6.3,13.2,1.3,0.3,11.2,19.0,3.5,2.4,5.9,0.14,1.0,0.3,1.3,1.7
2015,NBA,Marco Belinelli,belinma01,28.0,SAS,SG,62,9.0,1388.0,12.4,0.553,0.489,0.211,2.2,10.5,6.4,10.3,1.1,0.2,10.6,18.8,1.5,1.4,2.9,0.1,-0.3,-0.7,-1.0,0.4
2016,NBA,Marco Belinelli,belinma01,29.0,SAC,SG,68,7.0,1672.0,9.4,0.5,0.468,0.217,0.7,6.9,3.8,11.1,1.1,0.1,10.3,19.7,0.2,0.3,0.5,0.014,-2.1,-1.7,-3.8,-0.8
2017,NBA,Marco Belinelli,belinma01,30.0,CHO,SG,74,0.0,1778.0,13.3,0.566,0.46,0.273,0.9,10.2,5.5,13.1,1.2,0.4,9.2,19.2,2.0,1.2,3.2,0.087,-0.6,-0.5,-1.1,0.4
2018,NBA,Marco Belinelli,belinma01,31.0,2TM,SG,80,2.0,1947.0,14.1,0.581,0.517,0.213,1.1,7.3,4.3,11.9,1.6,0.5,10.1,20.7,2.4,1.3,3.7,0.092,0.4,-0.8,-0.5,0.8
2019,NBA,Marco Belinelli,belinma01,32.0,SAS,SG,79,1.0,1815.0,11.9,0.557,0.572,0.18,1.0,10.8,5.9,10.1,0.9,0.4,8.8,19.8,1.4,1.1,2.5,0.065,-0.5,-1.2,-1.7,0.1
2020,NBA,Marco Belinelli,belinma01,33.0,SAS,SG,57,0.0,883.0,10.8,0.532,0.567,0.185,0.9,11.2,6.0,10.7,0.6,0.1,5.3,17.5,0.7,0.2,0.8,0.046,-0.7,-2.0,-2.7,-0.2
2006,NBA,Charlie Bell,bellch01,26.0,MIL,SG,59,6.0,1283.0,14.7,0.55,0.41,0.217,1.9,9.3,5.6,16.6,2.4,0.3,8.4,17.5,2.2,1.1,3.3,0.123,0.1,0.8,1.0,0.9
2007,NBA,Charlie Bell,bellch01,27.0,MIL,SG,82,64.0,2848.0,13.1,0.53,0.371,0.172,2.3,7.6,4.9,13.6,1.8,0.1,9.0,18.3,3.6,0.4,4.0,0.068,-0.2,-1.1,-1.3,0.5
2008,NBA,Charlie Bell,bellch01,28.0,MIL,SG,68,5.0,1628.0,10.9,0.49,0.447,0.179,2.1,10.3,6.0,19.9,1.7,0.1,12.7,16.6,1.0,0.3,1.3,0.038,-1.4,-1.1,-2.5,-0.2
2009,NBA,Charlie Bell,bellch01,29.0,MIL,SG,70,23.0,1783.0,9.8,0.525,0.458,0.153,2.0,7.1,4.4,13.3,1.5,0.3,12.0,16.0,0.9,1.2,2.2,0.059,-1.4,-0.3,-1.7,0.2
2010,NBA,Charlie Bell,bellch01,30.0,MIL,SG,71,39.0,1611.0,7.9,0.486,0.451,0.151,2.1,7.5,4.7,9.8,1.3,0.6,10.3,14.8,0.1,1.9,2.0,0.06,-2.9,0.5,-2.4,-0.2
2011,NBA,Charlie Bell,bellch01,31.0,GSW,SG,19,0.0,171.0,4.7,0.357,0.488,0.093,3.9,8.1,6.0,10.1,1.8,0.4,11.8,13.1,-0.2,0.0,-0.1,-0.04,-4.2,-0.8,-5.0,-0.1
2018,NBA,Jordan Bell,belljo01,23.0,GSW,C,57,13.0,809.0,18.0,0.641,0.022,0.238,8.9,19.0,14.3,16.9,2.1,5.5,20.0,13.9,1.6,1.4,2.9,0.174,0.0,2.8,2.8,1.0
2019,NBA,Jordan Bell,belljo01,24.0,GSW,C,68,3.0,788.0,12.9,0.531,0.01,0.214,7.8,16.7,12.5,12.3,1.2,5.4,16.7,13.7,0.5,1.1,1.6,0.096,-2.2,1.3,-0.9,0.2
2020,NBA,Jordan Bell,belljo01,25.0,2TM,C,29,0.0,256.0,13.9,0.577,0.179,0.463,12.0,21.8,16.7,8.9,0.5,3.2,20.7,16.4,0.2,0.2,0.4,0.07,-1.4,-1.1,-2.5,0.0
2021,NBA,Jordan Bell,belljo01,26.0,2TM,C,6,1.0,82.0,8.0,0.328,0.091,0.091,9.1,21.9,15.5,10.6,1.7,5.2,14.9,13.6,-0.1,0.1,0.0,-0.008,-5.9,0.1,-5.8,-0.1
2022,NBA,Jordan Bell,belljo01,27.0,CHI,C,1,0.0,2.0,29.9,,,,56.6,0.0,28.1,0.0,24.4,0.0,,0.0,0.0,0.0,0.0,0.6,-8.1,10.8,2.7,0.0
2004,NBA,Raja Bell,bellra01,27.0,UTA,SG,82,4.0,2020.0,12.7,0.5,0.206,0.308,3.6,11.3,7.4,10.2,1.7,0.5,10.8,23.6,2.2,1.5,3.7,0.088,-1.2,-0.8,-2.0,0.0
2005,NBA,Raja Bell,bellra01,28.0,UTA,SG,63,32.0,1790.0,12.2,0.527,0.201,0.225,3.2,10.9,7.0,9.3,1.3,0.4,9.7,20.9,1.6,0.6,2.2,0.06,-1.0,-1.2,-2.2,-0.1
2006,NBA,Raja Bell,bellra01,29.0,PHO,SG,79,79.0,2959.0,12.9,0.584,0.48,0.157,1.7,7.7,4.7,9.8,1.3,0.5,8.2,16.4,4.7,2.1,6.8,0.11,0.2,0.1,0.2,1.6
2007,NBA,Raja Bell,bellra01,30.0,PHO,SG,78,78.0,2917.0,12.0,0.562,0.522,0.16,2.0,7.7,5.0,9.5,0.9,0.5,7.5,17.0,4.2,1.6,5.8,0.095,0.5,-0.6,-0.1,1.4
2008,NBA,Raja Bell,bellra01,31.0,PHO,SG,75,75.0,2646.0,10.5,0.561,0.583,0.121,2.2,9.0,5.9,8.6,1.0,0.7,7.6,14.5,3.0,1.5,4.5,0.082,-0.3,-0.5,-0.8,0.8
2009,NBA,Raja Bell,bellra01,32.0,2TM,SG,67,66.0,2315.0,10.7,0.548,0.396,0.149,2.2,10.5,6.4,10.1,1.1,0.3,10.6,16.3,2.0,1.6,3.6,0.074,-0.9,-0.4,-1.3,0.4
2010,NBA,Raja Bell,bellra01,33.0,2TM,SG,6,5.0,180.0,13.8,0.57,0.443,0.049,3.4,11.8,7.6,12.3,1.2,0.9,7.4,17.3,0.3,0.2,0.5,0.131,1.5,1.8,3.3,0.2
2011,NBA,Raja Bell,bellra01,34.0,UTA,SG,68,63.0,2097.0,8.2,0.528,0.413,0.218,1.8,8.4,5.1,8.3,1.4,0.5,11.0,12.6,1.2,0.5,1.7,0.04,-2.4,-0.7,-3.1,-0.6
2012,NBA,Raja Bell,bellra01,35.0,UTA,SG,34,33.0,796.0,8.3,0.586,0.5,0.144,0.9,6.3,3.5,7.0,0.9,0.2,10.2,11.6,1.0,0.1,1.1,0.069,-1.8,-0.7,-2.5,-0.1
2004,NBA,Troy Bell,belltr01,23.0,MEM,PG,6,0.0,34.0,-4.5,0.285,0.222,0.167,9.9,3.4,6.6,18.7,1.5,0.0,23.7,33.5,-0.2,0.0,-0.2,-0.326,-13.0,-6.5,-19.6,-0.2
2017,NBA,DeAndre' Bembry,bembrde01,22.0,ATL,SF,38,1.0,371.0,8.8,0.481,0.184,0.163,4.2,13.1,8.7,11.5,1.1,1.2,13.2,14.2,-0.1,0.4,0.3,0.038,-3.6,0.1,-3.5,-0.1
2018,NBA,DeAndre' Bembry,bembrde01,23.0,ATL,SF,26,3.0,455.0,7.6,0.477,0.234,0.258,2.0,15.7,8.8,15.9,2.3,2.3,24.8,18.2,-0.9,0.5,-0.4,-0.04,-5.1,0.3,-4.7,-0.3
2019,NBA,DeAndre' Bembry,bembrde01,24.0,ATL,SG,82,15.0,1931.0,10.8,0.508,0.281,0.221,2.9,16.9,9.7,14.7,2.5,1.8,17.4,17.2,-0.9,1.7,0.9,0.022,-3.3,0.8,-2.4,-0.2
2020,NBA,DeAndre' Bembry,bembrde01,25.0,ATL,SG,43,4.0,915.0,9.6,0.5,0.285,0.211,3.9,14.1,8.9,12.3,2.8,1.7,19.4,14.0,-0.5,0.8,0.2,0.012,-3.5,1.1,-2.5,-0.1
2021,NBA,DeAndre' Bembry,bembrde01,26.0,TOR,SF,51,12.0,972.0,11.2,0.57,0.232,0.289,3.6,13.3,8.3,15.6,2.6,1.9,21.6,14.6,0.1,1.1,1.2,0.059,-3.2,1.4,-1.9,0.0
2022,NBA,DeAndre' Bembry,bembrde01,27.0,2TM,SF,56,20.0,1026.0,11.9,0.601,0.163,0.158,4.6,12.5,8.6,8.6,2.3,2.2,11.6,11.2,1.1,1.1,2.2,0.104,-2.2,1.5,-0.7,0.3
2017,NBA,Dragan Bender,bendedr01,19.0,PHO,PF,43,0.0,574.0,5.3,0.44,0.627,0.068,4.2,15.6,9.7,5.5,0.8,3.1,16.2,14.4,-0.7,0.3,-0.3,-0.029,-4.3,-0.7,-5.1,-0.4
2018,NBA,Dragan Bender,bendedr01,20.0,PHO,PF,82,37.0,2069.0,7.1,0.524,0.665,0.105,2.0,16.8,9.3,8.9,0.5,2.1,18.1,12.7,-0.7,0.8,0.1,0.001,-2.9,-0.8,-3.7,-0.9
2019,NBA,Dragan Bender,bendedr01,21.0,PHO,PF,46,27.0,826.0,9.5,0.521,0.513,0.274,4.5,20.3,12.3,9.4,1.0,2.2,14.4,13.4,0.0,0.4,0.5,0.027,-3.4,-0.8,-4.1,-0.5
2020,NBA,Dragan Bender,bendedr01,22.0,2TM,PF,16,3.0,286.0,10.9,0.545,0.467,0.152,5.9,21.1,13.5,14.4,0.7,2.8,17.6,17.7,0.0,0.3,0.3,0.052,-3.1,0.2,-2.9,-0.1
2004,NBA,Jonathan Bender,bendejo01,23.0,IND,SF,21,0.0,271.0,15.7,0.584,0.208,0.443,3.9,13.7,8.7,6.5,1.0,3.1,20.7,27.8,0.1,0.4,0.5,0.087,-0.8,-0.7,-1.5,0.0
2005,NBA,Jonathan Bender,bendejo01,24.0,IND,SF,7,0.0,93.0,5.8,0.422,0.125,0.15,6.5,11.4,9.0,8.6,0.6,1.6,19.0,27.1,-0.3,0.1,-0.2,-0.12,-5.4,-2.1,-7.6,-0.1
2006,NBA,Jonathan Bender,bendejo01,25.0,IND,SF,2,0.0,21.0,26.4,0.85,0.0,0.4,0.0,21.3,11.0,18.5,0.0,3.5,0.0,13.0,0.1,0.0,0.2,0.359,5.9,3.9,9.8,0.1
2010,NBA,Jonathan Bender,bendejo01,29.0,NYK,SF,25,1.0,292.0,10.8,0.529,0.39,0.26,5.7,14.7,10.1,8.4,0.3,4.3,20.1,21.6,-0.2,0.2,0.0,-0.001,-3.3,-0.8,-4.1,-0.2
2015,NBA,Jerrelle Benimon,benimje01,23.0,UTA,PF,2,0.0,3.0,4.7,,,,38.7,76.6,57.8,0.0,0.0,0.0,100.0,15.3,0.0,0.0,0.0,-0.215,-9.4,-3.7,-13.0,0.0
2014,NBA,Anthony Bennett,bennean01,20.0,CLE,PF,52,0.0,663.0,6.9,0.425,0.236,0.307,8.1,18.4,13.1,4.0,1.6,1.0,15.5,20.3,-1.1,0.7,-0.4,-0.028,-6.0,-1.3,-7.4,-0.9
2015,NBA,Anthony Bennett,bennean01,21.0,MIN,PF,57,3.0,894.0,11.4,0.458,0.077,0.215,6.5,21.6,13.8,8.7,1.5,1.4,10.0,17.8,-0.1,0.4,0.3,0.017,-2.5,-1.4,-3.9,-0.4
2016,NBA,Anthony Bennett,bennean01,22.0,TOR,PF,19,0.0,84.0,10.4,0.446,0.519,0.37,8.3,22.8,15.7,0.0,3.1,0.0,11.3,19.2,0.0,0.1,0.1,0.054,-2.9,-1.1,-3.9,0.0
2017,NBA,Anthony Bennett,bennean01,23.0,BRK,PF,23,1.0,264.0,14.7,0.533,0.522,0.391,10.2,21.0,15.6,7.1,0.9,0.9,10.0,19.4,0.3,0.2,0.5,0.09,0.5,-1.9,-1.4,0.0
2012,NBA,Keith Benson,bensoke02,23.0,GSW,C,3,0.0,9.0,6.0,0.0,0.0,0.0,25.3,12.6,18.9,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,-0.005,-1.4,-6.3,-7.7,0.0
2017,NBA,Ben Bentil,bentibe01,21.0,DAL,PF,3,0.0,10.0,-17.6,0.0,0.333,0.0,0.0,24.4,11.6,0.0,0.0,0.0,25.0,18.9,-0.1,0.0,-0.1,-0.473,-19.7,-6.2,-25.9,-0.1
2024,NBA,Jules Bernard,bernaju01,24.0,WAS,SG,19,0.0,149.0,12.7,0.544,0.453,0.141,7.0,11.8,9.3,15.4,0.9,0.5,10.5,21.5,0.0,0.0,0.1,0.026,-0.6,-2.5,-3.0,0.0
2017,NBA,Dāvis Bertāns,bertada01,24.0,SAS,PF,67,6.0,808.0,12.9,0.609,0.739,0.145,3.2,10.4,6.9,8.3,1.3,2.8,11.4,15.7,1.1,1.2,2.3,0.135,0.5,0.8,1.3,0.7
2018,NBA,Dāvis Bertāns,bertada01,25.0,SAS,PF,77,10.0,1086.0,14.1,0.588,0.689,0.134,1.8,13.9,7.8,10.3,1.2,2.1,8.5,17.4,1.6,1.4,3.1,0.135,1.0,0.6,1.6,1.0
2019,NBA,Dāvis Bertāns,bertada01,26.0,SAS,PF,76,12.0,1632.0,13.0,0.632,0.746,0.132,1.6,16.0,8.8,8.2,1.0,1.7,8.2,14.1,2.6,1.5,4.0,0.118,1.1,0.2,1.3,1.4
2020,NBA,Dāvis Bertāns,bertada01,27.0,WAS,PF,54,4.0,1583.0,15.5,0.628,0.774,0.2,2.3,15.1,8.5,8.4,1.1,1.8,8.2,19.0,3.0,0.5,3.5,0.107,2.7,-1.8,0.9,1.1
2021,NBA,Dāvis Bertāns,bertada01,28.0,WAS,PF,57,7.0,1464.0,11.4,0.62,0.895,0.241,1.3,10.8,6.1,4.4,1.0,0.7,5.9,15.9,2.1,1.0,3.1,0.101,0.3,-1.1,-0.8,0.4
2022,NBA,Dāvis Bertāns,bertada01,29.0,2TM,PF,56,0.0,807.0,9.4,0.531,0.836,0.145,1.7,14.3,8.0,5.5,1.0,1.3,6.1,17.3,0.2,0.7,0.9,0.053,-1.7,-0.9,-2.6,-0.1
2023,NBA,Dāvis Bertāns,bertada01,30.0,DAL,PF,45,1.0,492.0,11.9,0.618,0.881,0.094,2.3,10.3,6.3,6.2,1.1,1.5,5.7,16.2,0.6,0.3,0.9,0.09,0.0,-1.3,-1.2,0.1
2024,NBA,Dāvis Bertāns,bertada01,31.0,2TM,PF,43,1.0,674.0,11.6,0.583,0.855,0.141,1.5,8.8,5.1,7.2,1.9,1.7,6.8,17.4,0.5,0.4,0.9,0.061,-0.8,-0.6,-1.4,0.1
2019,NBA,Dairis Bertāns,bertada02,29.0,NOP,SG,12,0.0,167.0,2.0,0.362,0.723,0.0,1.3,4.3,2.8,7.2,0.3,0.0,4.1,12.0,-0.2,0.0,-0.2,-0.054,-5.6,-3.2,-8.8,-0.3
2004,NBA,Travis Best,besttr01,31.0,DAL,PG,61,1.0,762.0,10.1,0.445,0.116,0.267,2.4,7.5,4.9,19.5,2.1,0.4,14.7,12.9,0.5,0.2,0.7,0.044,-2.8,-0.2,-3.0,-0.2
2005,NBA,Travis Best,besttr01,32.0,NJN,PG,76,6.0,1461.0,11.9,0.508,0.188,0.27,1.5,7.4,4.4,17.4,2.4,0.5,11.7,18.4,0.8,1.8,2.5,0.084,-2.4,1.0,-1.3,0.3
2013,NBA,Patrick Beverley,beverpa01,24.0,HOU,PG,41,0.0,713.0,15.4,0.551,0.508,0.217,7.2,10.1,8.7,24.2,2.6,2.2,17.5,15.4,1.4,0.8,2.2,0.148,1.7,2.1,3.8,1.0
